s�b;21/03/2015;;;;;;;
dom;22/03/2015;;;;;;;
seg;23/03/2015;;06:45;09:48;;;;
ter;24/03/2015;Falta;;;;;;
qua;25/03/2015;;06:45;12:00;13:00;16:48;;
qui;26/03/2015;;06:48;12:00;13:00;16:52;;
sex;27/03/2015;;06:45;12:00;13:00;16:50;;
s�b;28/03/2015;;;;;;;
dom;29/03/2015;;;;;;;
seg;30/03/2015;;06:45;12:00;13:00;16:56;;
ter;31/03/2015;;06:49;12:00;13:00;16:49;;
qua;01/04/2015;;06:49;12:00;13:00;16:46;;
qui;02/04/2015;;06:46;12:00;13:00;16:44;;
sex;03/04/2015;Feriado;;;;;;
s�b;04/04/2015;;;;;;;
dom;05/04/2015;Feriado;;;;;;
seg;06/04/2015;;06:50;12:00;13:00;16:47;;
ter;07/04/2015;;06:45;12:00;13:00;16:48;;
qua;08/04/2015;;06:45;12:00;13:00;16:48;;
qui;09/04/2015;;06:46;12:00;13:00;16:56;;
sex;10/04/2015;;;;;;;
s�b;11/04/2015;;;;;;;
dom;12/04/2015;;;;;;;
seg;13/04/2015;;06:46;12:00;13:00;16:49;;
ter;14/04/2015;;06:45;12:00;13:00;16:49;;
qua;15/04/2015;;06:47;12:00;13:00;16:45;;
qui;16/04/2015;;06:47;12:00;13:00;16:47;;
sex;17/04/2015;;;;;;;
s�b;18/04/2015;;;;;;;
dom;19/04/2015;;;;;;;
seg;20/04/2015;;;;;;;
Soma;;;;;;;;
ter;21/04/2015;Feriado;;;;;;
qua;22/04/2015;;06:45;12:00;13:00;16:46;;
qui;23/04/2015;;06:46;12:00;13:00;16:47;;
sex;24/04/2015;;06:46;12:00;13:00;16:47;;
s�b;25/04/2015;;;;;;;
dom;26/04/2015;;;;;;;
seg;27/04/2015;;06:47;12:00;13:00;16:48;;
ter;28/04/2015;;06:47;12:00;13:00;16:50;;
qua;29/04/2015;;06:47;12:00;13:00;16:51;;
qui;30/04/2015;;06:47;12:00;13:00;16:46;;
sex;01/05/2015;Feriado;;;;;;
s�b;02/05/2015;;;;;;;
dom;03/05/2015;;;;;;;
seg;04/05/2015;;06:45;12:00;13:00;16:48;;
ter;05/05/2015;;06:45;12:00;13:00;16:45;;
qua;06/05/2015;;06:45;12:00;13:00;16:45;;
qui;07/05/2015;;06:49;12:00;13:00;16:51;;
sex;08/05/2015;;;;;;;
s�b;09/05/2015;;;;;;;
dom;10/05/2015;;;;;;;
seg;11/05/2015;;06:45;12:00;13:00;16:48;;
ter;12/05/2015;;06:46;12:01;13:01;16:49;;
qua;13/05/2015;;06:47;12:02;13:02;13:30;;
qui;14/05/2015;;06:45;12:03;13:03;16:47;;
s�b;16/05/2015;;06:38;12:21;12:44;18:00;;
dom;17/05/2015;;06:42;12:00;;;;
seg;18/05/2015;;06:50;12:00;13:00;16:49;;
ter;19/05/2015;;06:46;12:00;13:00;16:49;;
qua;20/05/2015;;06:45;12:00;13:00;16:50;;
Soma;;;;;;;;
qui;21/05/2015;;06:46;12:00;13:00;16:45;;
sex;22/05/2015;;06:45;12:01;13:01;16:47;;
s�b;23/05/2015;;06:24;12:43;13:00;17:00;;
dom;24/05/2015;;;;;;;
seg;25/05/2015;;06:45;12:00;13:00;16:46;;
ter;26/05/2015;Feriado;;;;;;
qua;27/05/2015;;06:46;12:00;13:00;16:46;;
qui;28/05/2015;;06:46;12:00;13:00;16:48;;
sex;29/05/2015;;06:50;12:00;13:00;18:01;;
s�b;30/05/2015;;;;;;;
dom;31/05/2015;;;;;;;
seg;01/06/2015;;06:47;12:00;13:00;16:47;;
ter;02/06/2015;;06:48;12:00;13:00;16:46;;
qua;03/06/2015;;06:46;12:00;13:00;16:49;;
qui;04/06/2015;;06:30;11:58;12:22;18:00;;
sex;05/06/2015;;06:48;12:00;13:00;16:45;;
s�b;06/06/2015;;06:29;12:14;12:44;18:38;;
dom;07/06/2015;;;;;;;
seg;08/06/2015;;06:45;12:00;13:00;16:48;;
ter;09/06/2015;;06:46;12:00;13:00;16:48;;
qua;10/06/2015;;06:51;12:00;13:00;16:46;;
qui;11/06/2015;;06:53;12:00;13:00;16:46;;
sex;12/06/2015;;06:45;12:00;13:00;16:46;;
s�b;13/06/2015;;;;;;;
dom;14/06/2015;;;;;;;
seg;15/06/2015;;06:50;12:00;13:00;16:47;;
ter;16/06/2015;;06:46;12:00;13:00;16:46;;
qua;17/06/2015;;06:45;12:00;13:00;16:47;;
qui;18/06/2015;;06:45;12:00;13:00;16:47;;
sex;19/06/2015;;06:48;12:00;13:00;16:46;;
s�b;20/06/2015;;06:22;12:34;12:56;17:04;;
Soma;;;;;;;;
dom;21/06/2015;;;;;;;
seg;22/06/2015;;06:46;12:00;13:00;16:47;;
ter;23/06/2015;;06:45;12:00;13:00;16:47;;
qua;24/06/2015;;06:48;12:00;13:00;16:48;;
qui;25/06/2015;;06:45;12:00;13:00;16:47;;
sex;26/06/2015;;06:47;12:00;13:00;16:46;;
s�b;27/06/2015;;;;;;;
dom;28/06/2015;;;;;;;
seg;29/06/2015;;06:45;09:19;10:47;12:00;13:00;17:01
ter;30/06/2015;;06:45;12:00;13:00;16:51;;
qua;01/07/2015;;06:47;12:00;13:00;16:51;;
qui;02/07/2015;;06:46;12:00;13:00;16:55;;
sex;03/07/2015;;06:47;12:00;13:00;16:48;;
s�b;04/07/2015;;06:23;12:10;12:38;15:24;;
dom;05/07/2015;;;;;;;
seg;06/07/2015;;06:45;12:00;13:00;13:30;15:18;16:49
ter;07/07/2015;;06:47;12:00;13:00;16:48;;
qua;08/07/2015;;06:46;12:00;13:00;16:50;;
qui;09/07/2015;;06:07;12:00;13:00;16:48;;
sex;10/07/2015;;06:45;12:00;13:00;15:24;16:03;16:47
s�b;11/07/2015;;;;;;;
dom;12/07/2015;;;;;;;
seg;13/07/2015;;06:45;12:00;13:00;16:48;;
ter;14/07/2015;;06:46;12:00;13:00;16:47;;
qua;15/07/2015;;06:46;12:00;13:00;16:46;;
qui;16/07/2015;;06:45;12:00;13:00;16:46;;
sex;17/07/2015;;06:50;12:00;13:00;13:22;;
s�b;18/07/2015;;;;;;;
dom;19/07/2015;;;;;;;
seg;20/07/2015;;06:46;12:00;13:00;16:48;;
Soma;;;;;;;;
ter;21/07/2015;;06:46;12:00;13:00;16:47;;
qua;22/07/2015;;06:46;12:00;13:00;16:48;;
qui;23/07/2015;;06:45;12:00;13:00;16:46;;
sex;24/07/2015;;06:45;12:00;13:00;16:46;;
s�b;25/07/2015;;;;;;;
dom;26/07/2015;;;;;;;
seg;27/07/2015;;06:45;12:00;13:00;16:46;;
ter;28/07/2015;;06:45;12:00;13:00;16:45;;
qua;29/07/2015;;06:45;12:00;13:00;16:47;;
qui;30/07/2015;;06:46;12:00;13:00;16:46;;
sex;31/07/2015;;06:45;12:00;13:00;16:45;;
s�b;01/08/2015;;;;;;;
dom;02/08/2015;;;;;;;
seg;03/08/2015;;06:45;12:00;13:00;16:46;;
ter;04/08/2015;;06:50;12:00;13:00;16:53;;
qua;05/08/2015;;06:52;12:00;13:00;16:46;;
qui;06/08/2015;;06:48;12:00;13:00;16:46;;
sex;07/08/2015;;06:49;12:00;13:00;16:47;;
s�b;08/08/2015;;;;;;;
dom;09/08/2015;;;;;;;
seg;10/08/2015;Ferias;;;;;;
ter;11/08/2015;Ferias;;;;;;
qua;12/08/2015;Ferias;;;;;;
qui;13/08/2015;Ferias;;;;;;
sex;14/08/2015;Ferias;;;;;;
s�b;15/08/2015;Ferias;;;;;;
dom;16/08/2015;Ferias;;;;;;
seg;17/08/2015;Ferias;;;;;;
ter;18/08/2015;Ferias;;;;;;
qua;19/08/2015;Ferias;;;;;;
qui;20/08/2015;;06:46;12:00;13:00;16:49;;
Soma;;;;;;;;
sex;21/08/2015;;06:45;12:00;13:00;16:46;;
s�b;22/08/2015;;;;;;;
dom;23/08/2015;;;;;;;
seg;24/08/2015;;06:46;12:00;13:00;16:46;;
ter;25/08/2015;;06:45;12:00;13:00;16:47;;
qua;26/08/2015;;06:45;12:00;13:00;16:46;;
qui;27/08/2015;;06:46;12:00;13:00;16:49;;
sex;28/08/2015;;06:45;12:00;13:00;16:48;;
s�b;29/08/2015;;;;;;;
dom;30/08/2015;;;;;;;
seg;31/08/2015;;06:46;12:00;13:00;16:47;;
ter;01/09/2015;;06:45;12:00;13:00;16:49;;
qua;02/09/2015;;06:48;12:00;13:00;16:46;;
qui;03/09/2015;;06:45;12:00;13:00;19:45;;
sex;04/09/2015;;06:45;12:00;13:00;16:47;;
s�b;05/09/2015;;;;;;;
dom;06/09/2015;;;;;;;
seg;07/09/2015;Feriado;;;;;;
ter;08/09/2015;;06:45;12:00;13:00;16:48;;
qua;09/09/2015;;06:45;12:00;13:00;16:46;;
qui;10/09/2015;;06:45;12:00;13:00;16:49;;
sex;11/09/2015;;06:45;12:00;13:00;16:42;;
s�b;12/09/2015;;;;;;;
dom;13/09/2015;;;;;;;
seg;14/09/2015;;06:45;12:00;13:00;16:46;;
ter;15/09/2015;;06:45;12:00;13:00;16:48;;
qua;16/09/2015;;06:45;12:00;13:00;16:48;;
qui;17/09/2015;;06:47;12:00;13:00;16:48;;
sex;18/09/2015;;06:48;12:00;13:00;16:51;;
s�b;19/09/2015;;;;;;;
dom;20/09/2015;Feriado;;;;;;
Soma;;;;;;;;
seg;21/09/2015;;06:45;12:00;13:00;16:50;;
ter;22/09/2015;;06:45;12:00;13:00;16:44;;
qua;23/09/2015;;06:45;12:00;13:00;16:48;;
qui;24/09/2015;;06:45;12:00;13:00;16:45;;
sex;25/09/2015;;06:45;12:00;13:00;16:46;;
s�b;26/09/2015;;;;;;;
dom;27/09/2015;;;;;;;
seg;28/09/2015;;06:45;12:00;13:00;16:47;;
ter;29/09/2015;;06:45;12:00;13:00;16:46;;
qua;30/09/2015;;06:45;12:00;13:00;16:45;;
qui;01/10/2015;;06:45;12:00;13:00;16:48;;
sex;02/10/2015;;06:49;12:00;13:00;16:45;;
s�b;03/10/2015;;;;;;;
dom;04/10/2015;;;;;;;
seg;05/10/2015;;06:45;12:00;13:00;16:48;;
ter;06/10/2015;;06:48;12:00;13:00;16:54;;
qua;07/10/2015;;06:47;12:00;13:00;16:43;;
qui;08/10/2015;;06:45;12:00;13:00;16:33;;
sex;09/10/2015;;06:49;12:00;13:00;16:39;;
s�b;10/10/2015;;;;;;;
dom;11/10/2015;;;;;;;
seg;12/10/2015;Feriado;;;;;;
ter;13/10/2015;;06:51;12:00;13:00;16:47;;
qua;14/10/2015;;06:45;12:00;13:00;16:46;;
qui;15/10/2015;;06:45;12:00;13:00;16:46;;
sex;16/10/2015;;06:45;12:00;13:00;16:45;;
s�b;17/10/2015;;06:15;12:12;12:35;20:13;;
dom;18/10/2015;;;;;;;
seg;19/10/2015;;06:53;12:00;13:00;15:37;;
ter;20/10/2015;;06:56;12:00;13:00;16:49;;
Soma;;;;;;;;
qua;21/10/2015;;06:52;12:00;13:00;16:48;;
qui;22/10/2015;;06:53;12:00;13:00;17:37;;
sex;23/10/2015;;06:47;12:00;13:00;16:40;;
s�b;24/10/2015;;;;;;;
dom;25/10/2015;;;;;;;
seg;26/10/2015;;06:45;12:00;13:00;16:44;;
ter;27/10/2015;;06:46;12:00;13:00;16:45;;
qua;28/10/2015;;07:00;12:00;13:00;16:44;;
qui;29/10/2015;;13:00;16:54;;;;
sex;30/10/2015;;06:46;12:00;;;;
s�b;31/10/2015;;;;;;;
dom;01/11/2015;;;;;;;
seg;02/11/2015;Feriado;;;;;;
ter;03/11/2015;;;;;;;
