sex;28/12/2012;;16:13;21:38;22:35;02:20;;;
sáb;29/12/2012;;;;;;;;
dom;30/12/2012;;;;;;;;
seg;31/12/2012;;;;;;;;
ter;01/01/2013;;;;;;;;
qua;02/01/2013;;16:14;21:48;22:42;02:15;;;
qui;03/01/2013;;16:12;21:50;22:44;01:52;;;
sex;04/01/2013;;16:18;21:56;22:50;02:20;;;
sáb;05/01/2013;;;;;;;;
dom;06/01/2013;;;;;;;;
seg;07/01/2013;;16:11;21:46;22:46;02:00;;;
ter;08/01/2013;;16:15;21:40;22:38;02:01;;;
qua;09/01/2013;;16:15;21:47;22:42;02:10;;;
qui;10/01/2013;;16:12;21:45;22:40;03:20;;;
sex;11/01/2013;;16:11;21:04;21:55;03:03;;;
sáb;12/01/2013;;;;;;;;
dom;13/01/2013;;;;;;;;
seg;14/01/2013;;16:11;21:45;22:40;02:00;;;
ter;15/01/2013;;16:12;21:43;22:36;02:15;;;
qua;16/01/2013;;16:14;21:48;22:42;03:20;;;
qui;17/01/2013;;16:11;21:44;22:39;01:55;;;
sex;18/01/2013;;16:13;20:35;21:30;02:56;;;
sáb;19/01/2013;;;;;;;;
dom;20/01/2013;;;;;;;;
SOMA;;;;;;;;;
seg;21/01/2013;;16:12;21:47;22:41;02:20;;;
ter;22/01/2013;;16:11;21:44;22:39;02:05;;;
qua;23/01/2013;;16:13;21:48;22:43;02:03;;;
qui;24/01/2013;;16:13;21:43;22:37;02:15;;;
sex;25/01/2013;;16:16;21:45;22:40;01:53;;;
sáb;26/01/2013;;;;;;;;
dom;27/01/2013;;;;;;;;
seg;28/01/2013;;16:14;21:39;22:33;03:10;;;
ter;29/01/2013;;16:12;21:42;22:42;02:03;;;
qua;30/01/2013;;16:11;21:47;22:43;02:25;;;
qui;31/01/2013;;16:11;21:45;22:40;02:31;;;
sex;01/02/2013;;16:13;21:44;22:38;02:15;;;
sáb;02/02/2013;;;;;;;;
dom;03/02/2013;;;;;;;;
seg;04/02/2013;;16:11;21:44;22:39;01:50;;;
ter;05/02/2013;;16:12;21:48;22:42;02:00;;;
qua;06/02/2013;;16:12;21:47;22:42;01:30;;;
qui;07/02/2013;;16:14;21:48;22:42;01:32;;;
sex;08/02/2013;;16:13;21:47;22:41;02:30;;;
sáb;09/02/2013;;;;;;;;
dom;10/02/2013;;;;;;;;
seg;11/02/2013;;16:13;21:46;22:42;01:33;;;
ter;12/02/2013;;16:11;21:44;22:41;02:01;;;
qua;13/02/2013;;19:45;21:47;22:47;01:30;;;
qui;14/02/2013;;16:13;21:51;22:47;01:55;;;
sex;15/02/2013;;16:11;21:47;22:43;01:36;;;
sáb;16/02/2013;;;;;;;;
dom;17/02/2013;;;;;;;;
seg;18/02/2013;;16:11;21:47;22:44;02:20;;;
ter;19/02/2013;;16:14;21:47;22:42;01:30;;;
qua;20/02/2013;;16:14;21:45;22:39;01:45;;;
SOMA;;;;;;;;;
qui;21/02/2013;;16:13;22:11;23:04;02:45;;;
sex;22/02/2013;;16:13;21:43;22:41;01:31;;;
sáb;23/02/2013;;;;;;;;
dom;24/02/2013;;;;;;;;
seg;25/02/2013;;16:12;21:46;22:40;01:37;;;
ter;26/02/2013;;16:12;17:46;;;;;
qua;27/02/2013;;;;;;;;
qui;28/02/2013;;;;;;;;
sex;01/03/2013;;;;;;;;
sáb;02/03/2013;;;;;;;;
dom;03/03/2013;;;;;;;;
seg;04/03/2013;;16:10;21:49;22:43;02:20;;;
ter;05/03/2013;;16:11;21:46;22:42;01:45;;;
qua;06/03/2013;;16:10;21:44;22:42;01:40;;;
qui;07/03/2013;;16:11;21:46;22:42;01:36;;;
sex;08/03/2013;;16:10;21:44;22:42;02:10;;;
sáb;09/03/2013;;;;;;;;
dom;10/03/2013;;;;;;;;
seg;11/03/2013;;16:11;21:43;22:38;02:40;;;
ter;12/03/2013;;16:11;21:43;22:37;01:42;;;
qua;13/03/2013;;16:13;21:43;22:41;01:33;;;
qui;14/03/2013;;16:11;21:46;22:50;02:00;;;
sex;15/03/2013;;16:11;22:01;23:00;01:30;;;
sáb;16/03/2013;;;;;;;;
dom;17/03/2013;;;;;;;;
seg;18/03/2013;;16:10;21:45;22:40;02:22;;;
ter;19/03/2013;;16:12;21:47;22:42;01:46;;;
qua;20/03/2013;;16:11;21:00;21:53;01:52;;;
Soma;;;;;;;;;
qui;21/03/2013;;16:12;21:45;22:43;02:06;;;
sex;22/03/2013;;16:10;20:40;21:37;02:10;;;
sáb;23/03/2013;;;;;;;;
dom;24/03/2013;;;;;;;;
seg;25/03/2013;;16:11;21:45;22:40;02:00;;;
ter;26/03/2013;;16:11;21:46;22:43;02:16;;;
qua;27/03/2013;;16:11;21:46;22:41;01:50;;;
qui;28/03/2013;;16:11;21:45;22:43;03:05;;;
sex;29/03/2013;;;;;;;;
sáb;30/03/2013;;;;;;;;
dom;31/03/2013;;;;;;;;
seg;01/04/2013;;16:12;21:49;22:43;03:26;;;
ter;02/04/2013;;16:12;21:47;22:42;02:20;;;
qua;03/04/2013;;16:12;21:49;22:45;01:31;;;
qui;04/04/2013;;16:11;21:47;22:44;01:50;;;
sex;05/04/2013;;16:12;21:45;22:44;02:02;;;
sáb;06/04/2013;;;;;;;;
dom;07/04/2013;;;;;;;;
seg;08/04/2013;;16:11;21:46;22:41;02:15;;;
ter;09/04/2013;;16:11;21:45;22:41;01:37;;;
qua;10/04/2013;;16:11;21:45;22:41;02:05;;;
qui;11/04/2013;;16:10;21:45;22:41;02:08;;;
sex;12/04/2013;;16:05;21:46;;;;;
sáb;13/04/2013;;;;;;;;
dom;14/04/2013;;;;;;;;
seg;15/04/2013;;16:11;21:45;22:40;02:15;;;
ter;16/04/2013;;16:12;21:44;22:42;02:10;;;
qua;17/04/2013;;16:13;21:45;22:39;02:12;;;
qui;18/04/2013;;16:10;21:47;22:41;01:43;;;
sex;19/04/2013;;16:11;21:47;22:42;02:00;;;
sáb;20/04/2013;;;;;;;;
Soma;;;;;;;;;
dom;21/04/2013;;;;;;;;
seg;22/04/2013;;16:11;21:52;22:47;01:56;;;
ter;23/04/2013;;16:12;21:47;22:44;02:25;;;
qua;24/04/2013;;16:14;21:57;22:51;02:05;;;
qui;25/04/2013;;16:13;21:46;22:42;02:06;;;
sex;26/04/2013;;16:13;21:41;;;;;
sáb;27/04/2013;;;;;;;;
dom;28/04/2013;;;;;;;;
seg;29/04/2013;;16:12;21:46;22:41;02:06;;;
ter;30/04/2013;;16:13;21:47;22:44;02:00;;;
qua;01/05/2013;;16:10;21:47;22:41;02:15;;;
qui;02/05/2013;;16:13;21:45;22:40;02:10;;;
sex;03/05/2013;;;;;;;;
sáb;04/05/2013;;;;;;;;
dom;05/05/2013;;;;;;;;
seg;06/05/2013;;16:11;21:46;22:40;01:33;;;
ter;07/05/2013;;16:13;18:36;20:03;21:48;22:48;01:43;
qua;08/05/2013;;16:13;21:47;22:47;02:26;;;
qui;09/05/2013;;16:13;21:46;22:46;02:12;;;
sex;10/05/2013;;16:12;21:47;22:48;01:32;;;
sáb;11/05/2013;;;;;;;;
dom;12/05/2013;;;;;;;;
seg;13/05/2013;;16:12;21:47;22:47;02:10;;;
ter;14/05/2013;;16:13;21:46;22:46;02:21;;;
qua;15/05/2013;;16:11;21:46;22:45;02:20;;;
qui;16/05/2013;;16:13;21:51;22:52;02:05;;;
sex;17/05/2013;;15:45;21:51;22:52;02:15;;;
sáb;18/05/2013;;;;;;;;
dom;19/05/2013;;;;;;;;
seg;20/05/2013;;16:12;21:46;22:47;01:30;;;
Soma;;;;;;;;;
ter;21/05/2013;;16:12;21:46;22:47;01:58;;;
qua;22/05/2013;;16:11;21:48;22:49;02:00;;;
qui;23/05/2013;;;;;;;;
sex;24/05/2013;;;;;;;;
sáb;25/05/2013;;;;;;;;
dom;26/05/2013;;;;;;;;
seg;27/05/2013;;;;;;;;
ter;28/05/2013;;;;;;;;
qua;29/05/2013;;;;;;;;
qui;30/05/2013;;;;;;;;
sex;31/05/2013;;;;;;;;
sáb;01/06/2013;;;;;;;;
dom;02/06/2013;;;;;;;;
seg;03/06/2013;;;;;;;;
ter;04/06/2013;;;;;;;;
qua;05/06/2013;;;;;;;;
qui;06/06/2013;;;;;;;;
sex;07/06/2013;;16:12;20:29;21:30;04:13;;;
sáb;08/06/2013;;;;;;;;
dom;09/06/2013;;;;;;;;
seg;10/06/2013;;16:11;21:16;22:16;01:31;;;
ter;11/06/2013;;16:11;21:13;22:13;01:31;;;
qua;12/06/2013;;16:12;21:15;22:17;01:30;;;
qui;13/06/2013;;16:12;21:15;22:16;01:30;;;
sex;14/06/2013;;16:11;21:20;22:20;01:30;;;
sáb;15/06/2013;;;;;;;;
dom;16/06/2013;;;;;;;;
seg;17/06/2013;;16:12;21:15;22:16;01:47;;;
ter;18/06/2013;;16:11;21:15;22:15;01:52;;;
qua;19/06/2013;;16:13;21:15;22:17;02:03;;;
qui;20/06/2013;;16:13;21:09;22:11;01:53;;;
Soma;;;;;;;;;
sex;21/06/2013;;16:11;20:38;21:39;02:03;;;
sáb;22/06/2013;;;;;;;;
dom;23/06/2013;;;;;;;;
seg;24/06/2013;;16:11;21:17;22:17;01:42;;;
ter;25/06/2013;;16:11;21:16;22:17;02:14;;;
qua;26/06/2013;;16:12;21:16;22:17;01:40;;;
qui;27/06/2013;;15:47;21:16;22:17;02:35;;;
sex;28/06/2013;;16:12;21:17;22:17;02:00;;;
sáb;29/06/2013;;;;;;;;
dom;30/06/2013;;;;;;;;
seg;01/07/2013;;16:11;21:18;22:19;02:06;;;
ter;02/07/2013;;16:11;21:15;22:17;02:01;;;
qua;03/07/2013;;16:13;21:15;22:16;02:10;;;
qui;04/07/2013;;16:11;21:16;22:18;02:16;;;
sex;05/07/2013;;17:43;21:15;22:16;02:15;;;
sáb;06/07/2013;;;;;;;;
dom;07/07/2013;;;;;;;;
seg;08/07/2013;;16:13;21:10;22:12;02:35;;;
ter;09/07/2013;;16:13;21:17;22:19;02:10;;;
qua;10/07/2013;;16:12;21:17;22:17;02:15;;;
qui;11/07/2013;;16:12;21:16;22:16;01:40;;;
sex;12/07/2013;;16:12;21:15;22:17;02:17;;;
sáb;13/07/2013;;;;;;;;
dom;14/07/2013;;;;;;;;
seg;15/07/2013;;16:13;21:16;22:16;02:33;;;
ter;16/07/2013;;16:11;21:15;22:17;02:12;;;
qua;17/07/2013;;16:12;21:17;22:17;02:13;;;
qui;18/07/2013;;16:11;21:18;22:17;02:30;;;
sex;19/07/2013;;16:11;21:17;22:18;02:17;;;
sáb;20/07/2013;;;;;;;;
Soma;;;;;;;;;
dom;21/07/2013;;;;;;;;
seg;22/07/2013;;16:12;21:18;22:18;02:21;;;
ter;23/07/2013;;16:12;21:18;22:18;02:13;;;
qua;24/07/2013;;16:13;21:25;22:25;02:30;;;
qui;25/07/2013;;16:11;21:14;22:14;02:30;;;
sex;26/07/2013;;16:12;21:16;22:17;02:20;;;
sáb;27/07/2013;;;;;;;;
dom;28/07/2013;;;;;;;;
seg;29/07/2013;;16:11;21:16;22:16;02:05;;;
ter;30/07/2013;;16:11;21:15;22:15;02:08;;;
qua;31/07/2013;;16:12;21:18;22:18;02:01;;;
qui;01/08/2013;;16:11;21:20;22:20;01:36;;;
sex;02/08/2013;;16:12;21:15;22:16;02:00;;;
sáb;03/08/2013;;;;;;;;
dom;04/08/2013;;;;;;;;
seg;05/08/2013;;16:11;21:16;22:17;02:05;;;
ter;06/08/2013;;16:12;21:15;22:16;02:25;;;
qua;07/08/2013;;16:11;21:16;22:16;02:15;;;
qui;08/08/2013;;16:13;21:15;22:17;01:31;;;
sex;09/08/2013;;16:15;21:18;22:18;01:37;;;
sáb;10/08/2013;;;;;;;;
dom;11/08/2013;;;;;;;;
seg;12/08/2013;;16:12;21:02;22:02;01:51;;;
ter;13/08/2013;;15:24;21:03;22:03;02:02;;;
qua;14/08/2013;;16:11;21:05;22:05;01:39;;;
qui;15/08/2013;;16:11;20:54;21:54;01:56;;;
sex;16/08/2013;;16:09;21:00;22:02;01:43;;;
sáb;17/08/2013;;;;;;;;
dom;18/08/2013;;;;;;;;
seg;19/08/2013;;16:11;21:03;22:03;01:44;;;
ter;20/08/2013;;16:10;21:03;22:03;02:16;;;
Soma;;;;;;;;;
qua;21/08/2013;;16:10;21:03;22:03;01:51;;;
qui;22/08/2013;;16:10;20:59;21:59;01:33;;;
sex;23/08/2013;;;;;;;;
sáb;24/08/2013;;;;;;;;
dom;25/08/2013;;;;;;;;
seg;26/08/2013;;16:10;21:03;22:03;01:39;;;
ter;27/08/2013;;16:13;20:55;21:56;02:10;;;
qua;28/08/2013;;16:11;20:59;22:01;01:48;;;
qui;29/08/2013;;16:10;20:58;21:59;01:56;;;
sex;30/08/2013;;16:10;21:01;22:01;01:38;;;
sáb;31/08/2013;;;;;;;;
dom;01/09/2013;;;;;;;;
seg;02/09/2013;;16:11;21:03;;;;;
ter;03/09/2013;;;;;;;;
qua;04/09/2013;;16:09;21:06;22:06;01:31;;;
qui;05/09/2013;;16:10;21:02;22:05;01:30;;;
sex;06/09/2013;;16:12;20:50;21:50;02:17;;;
sáb;07/09/2013;;;;;;;;
dom;08/09/2013;;;;;;;;
seg;09/09/2013;;16:11;20:57;21:57;02:41;;;
ter;10/09/2013;;16:14;21:03;22:03;01:58;;;
qua;11/09/2013;;16:11;21:02;22:04;01:31;;;
qui;12/09/2013;;16:10;21:01;22:00;01:31;;;
sex;13/09/2013;;16:11;20:46;21:50;01:32;;;
sáb;14/09/2013;;;;;;;;
dom;15/09/2013;;;;;;;;
seg;16/09/2013;;16:10;20:54;21:54;02:00;;;
ter;17/09/2013;;16:10;21:00;22:07;02:20;;;
qua;18/09/2013;;16:13;21:02;22:03;02:31;;;
qui;19/09/2013;;16:10;21:04;22:04;01:57;;;
sex;20/09/2013;;;;;;;;
Soma;;;;;;;;;
sáb;21/09/2013;;;;;;;;
dom;22/09/2013;;;;;;;;
seg;23/09/2013;;16:09;21:01;22:01;02:52;;;
ter;24/09/2013;;16:11;21:00;22:01;02:50;;;
qua;25/09/2013;;16:11;20:58;22:01;02:05;;;
qui;26/09/2013;;16:15;21:08;22:08;01:50;;;
sex;27/09/2013;;16:13;20:59;22:03;01:48;;;
sáb;28/09/2013;;;;;;;;
dom;29/09/2013;;;;;;;;
seg;30/09/2013;;16:10;21:02;22:03;02:05;;;
ter;01/10/2013;;16:11;21:05;22:05;02:18;;;
qua;02/10/2013;;16:17;21:01;22:06;01:51;;;
qui;03/10/2013;;16:10;21:00;22:01;01:52;;;
sex;04/10/2013;;16:06;21:01;22:02;01:57;;;
sáb;05/10/2013;;;;;;;;
dom;06/10/2013;;;;;;;;
seg;07/10/2013;;16:15;20:59;22:03;02:16;;;
ter;08/10/2013;;16:12;21:00;22:01;01:15;;;
qua;09/10/2013;;;;;;;;
qui;10/10/2013;;16:11;21:04;22:06;02:05;;;
sex;11/10/2013;;16:10;21:01;22:02;01:30;;;
sáb;12/10/2013;;;;;;;;
dom;13/10/2013;;;;;;;;
seg;14/10/2013;;16:10;21:05;22:07;02:10;;;
ter;15/10/2013;;16:11;20:57;21:58;02:00;;;
qua;16/10/2013;;;;;;;;
qui;17/10/2013;;;;;;;;
sex;18/10/2013;;;;;;;;
sáb;19/10/2013;;;;;;;;
dom;20/10/2013;;;;;;;;
Soma;;;;;;;;;
seg;21/10/2013;;;;;;;;
ter;22/10/2013;;;;;;;;
qua;23/10/2013;;;;;;;;
qui;24/10/2013;;;;;;;;
sex;25/10/2013;;;;;;;;
sáb;26/10/2013;;;;;;;;
dom;27/10/2013;;;;;;;;
seg;28/10/2013;;;;;;;;
ter;29/10/2013;;;;;;;;
qua;30/10/2013;;;;;;;;
qui;31/10/2013;;;;;;;;
sex;01/11/2013;;;;;;;;
sáb;02/11/2013;;;;;;;;
dom;03/11/2013;;;;;;;;
seg;04/11/2013;;;;;;;;
ter;05/11/2013;;16:10;21:02;22:02;02:00;;;
qua;06/11/2013;;16:16;21:01;22:02;01:58;;;
qui;07/11/2013;;16:11;21:02;22:08;02:16;;;
sex;08/11/2013;;16:10;21:03;22:04;02:02;;;
sáb;09/11/2013;;;;;;;;
dom;10/11/2013;;;;;;;;
seg;11/11/2013;;16:15;20:57;21:58;02:35;;;
ter;12/11/2013;;16:10;02:22;;;;;
qua;13/11/2013;;16:13;21:00;22:01;01:50;;;
qui;14/11/2013;;16:16;21:15;22:16;02:27;;;
sex;15/11/2013;;;;;;;;
sáb;16/11/2013;;;;;;;;
dom;17/11/2013;;;;;;;;
seg;18/11/2013;;16:06;21:00;22:03;01:57;;;
ter;19/11/2013;;16:10;20:53;21:53;01:42;;;
qua;20/11/2013;;16:10;21:07;22:07;01:57;;;
Soma;;;;;;;;;
qui;21/11/2013;;16:11;21:01;22:04;02:22;;;
sex;22/11/2013;;16:15;20:58;21:58;01:53;;;
sáb;23/11/2013;;;;;;;;
dom;24/11/2013;;;;;;;;
seg;25/11/2013;;16:12;21:07;22:07;02:03;;;
ter;26/11/2013;;16:11;20:34;21:37;01:30;;;
qua;27/11/2013;;16:15;20:50;21:57;01:58;;;
qui;28/11/2013;;16:12;20:56;21:56;01:52;;;
sex;29/11/2013;;16:13;20:57;21:59;02:00;;;
sáb;30/11/2013;;;;;;;;
dom;01/12/2013;;;;;;;;
seg;02/12/2013;;16:06;21:03;22:04;01:57;;;
ter;03/12/2013;;16:11;20:56;21:59;01:55;;;
qua;04/12/2013;;15:58;20:50;21:55;01:53;;;
qui;05/12/2013;;15:13;20:00;21:00;02:11;;;
sex;06/12/2013;;16:10;20:58;22:01;02:06;;;
sáb;07/12/2013;;;;;;;;
dom;08/12/2013;;;;;;;;
seg;09/12/2013;;16:04;21:13;22:14;02:00;;;
ter;10/12/2013;;16:09;20:50;21:54;02:06;;;
qua;11/12/2013;;16:10;20:40;21:42;01:42;;;
qui;12/12/2013;;16:10;21:08;22:15;01:52;;;
sex;13/12/2013;;16:10;20:58;22:01;02:16;;;
sáb;14/12/2013;;;;;;;;
dom;15/12/2013;;;;;;;;
seg;16/12/2013;;16:04;21:04;22:04;01:33;;;
ter;17/12/2013;;16:11;20:50;21:51;02:00;;;
qua;18/12/2013;;16:08;20:47;21:49;01:33;;;
qui;19/12/2013;;16:12;21:00;22:02;02:00;;;
sex;20/12/2013;;16:12;20:55;21:55;02:09;;;
Soma;;;;;;;;;
sáb;21/12/2013;;;;;;;;
dom;22/12/2013;;;;;;;;
seg;23/12/2013;;16:01;21:02;22:03;01:00;;;
ter;24/12/2013;;;;;;;;
qua;25/12/2013;;;;;;;;
qui;26/12/2013;;16:11;21:02;22:05;01:31;;;
sex;27/12/2013;;16:15;20:56;21:57;01:32;;;
sáb;28/12/2013;;;;;;;;
dom;29/12/2013;;;;;;;;
seg;30/12/2013;;16:07;21:06;22:07;01:31;;;
ter;31/12/2013;;;;;;;;
qua;01/01/2014;;;;;;;;
qui;02/01/2014;;16:11;20:49;21:49;02:33;;;
sex;03/01/2014;;16:11;21:04;22:06;01:50;;;
sáb;04/01/2014;;;;;;;;
dom;05/01/2014;;;;;;;;
seg;06/01/2014;;;;;;;;
ter;07/01/2014;;16:13;21:03;22:03;02:25;;;
qua;08/01/2014;;16:10;20:57;21:57;01:52;;;
qui;09/01/2014;;16:13;21:00;22:03;01:38;;;
sex;10/01/2014;;16:10;20:55;21:56;01:53;;;
sáb;11/01/2014;;;;;;;;
dom;12/01/2014;;;;;;;;
seg;13/01/2014;;16:10;20:52;21:54;02:26;;;
ter;14/01/2014;;16:10;21:04;22:06;02:07;;;
qua;15/01/2014;;16:13;21:01;22:03;02:16;;;
qui;16/01/2014;;16:15;20:58;22:01;02:20;;;
sex;17/01/2014;;16:14;21:04;22:09;01:30;;;
sáb;18/01/2014;;;;;;;;
dom;19/01/2014;;;;;;;;
seg;20/01/2014;;16:11;20:49;21:51;02:06;;;
Soma;;;;;;;;;
ter;21/01/2014;;16:16;20:41;21:44;02:05;;;
qua;22/01/2014;;16:13;21:04;22:06;02:16;;;
qui;23/01/2014;;16:12;20:46;21:46;02:07;;;
sex;24/01/2014;;16:11;20:49;21:51;02:20;;;
sáb;25/01/2014;;;;;;;;
dom;26/01/2014;;;;;;;;
seg;27/01/2014;;16:09;20:58;21:59;01:54;;;
ter;28/01/2014;;16:12;20:51;21:53;02:13;;;
qua;29/01/2014;;16:10;20:57;21:59;01:32;;;
qui;30/01/2014;;16:14;21:02;22:02;02:11;;;
sex;31/01/2014;;16:09;20:47;21:47;01:47;;;
sáb;01/02/2014;;;;;;;;
dom;02/02/2014;;;;;;;;
seg;03/02/2014;;16:17;20:44;21:47;01:48;;;
ter;04/02/2014;;15:30;21:05;22:05;01:50;;;
qua;05/02/2014;;15:59;21:00;22:00;02:12;;;
qui;06/02/2014;;16:11;20:30;21:35;01:32;;;
sex;07/02/2014;;16:10;20:52;21:52;01:50;;;
sáb;08/02/2014;;;;;;;;
dom;09/02/2014;;;;;;;;
seg;10/02/2014;;16:14;21:18;22:18;01:38;;;
ter;11/02/2014;;16:14;21:07;22:09;01:32;;;
qua;12/02/2014;;15:55;21:25;22:26;02:04;;;
qui;13/02/2014;;16:04;20:55;21:55;01:32;;;
sex;14/02/2014;;16:11;21:00;22:01;01:36;;;
sáb;15/02/2014;;;;;;;;
dom;16/02/2014;;;;;;;;
seg;17/02/2014;;16:04;21:10;22:10;02:03;;;
ter;18/02/2014;;16:07;21:00;22:03;01:47;;;
qua;19/02/2014;;15:57;20:41;21:42;01:51;;;
qui;20/02/2014;;16:13;21:09;22:09;01:59;;;
Soma;;;;;;;;;
sex;21/02/2014;;15:56;21:04;22:04;02:07;;;
sáb;22/02/2014;;;;;;;;
dom;23/02/2014;;;;;;;;
seg;24/02/2014;;15:51;20:40;21:40;02:23;;;
ter;25/02/2014;;16:00;20:56;21:56;01:45;;;
qua;26/02/2014;;15:59;21:03;22:06;02:07;;;
qui;27/02/2014;;15:54;20:58;22:01;01:35;;;
sex;28/02/2014;;16:12;20:55;21:55;02:04;;;
sáb;01/03/2014;;;;;;;;
dom;02/03/2014;;;;;;;;
seg;03/03/2014;;16:09;20:55;21:55;01:30;;;
