sex;22/5/2015;Atestado;;;;
sáb;23/5/2015;;;;;
dom;24/5/2015;;;;;
seg;25/5/2015;;07:23;12:00;12:55;17:21
Soma;;;;;;
ter;26/5/2015;Feriado;07:21;12:01;12:55;17:20
qua;27/5/2015;;07:22;12:01;12:55;17:20
qui;28/5/2015;;07:26;12:01;12:55;17:27
sex;29/5/2015;;07:23;12:01;12:56;15:04
sáb;30/5/2015;;;;;
dom;31/5/2015;;;;;
seg;1/6/2015;;07:21;12:01;12:55;17:20
ter;2/6/2015;;07:24;12:01;12:55;17:20
qua;3/6/2015;;07:23;12:01;12:55;17:21
qui;4/6/2015;Feriado;;;;
sex;5/6/2015;Falta;;;;
sáb;6/6/2015;;;;;
dom;7/6/2015;;;;;
seg;8/6/2015;;07:22;12:00;12:55;17:20
ter;9/6/2015;;07:23;12:01;12:55;17:21
qua;10/6/2015;;07:24;12:02;12:57;17:22
qui;11/6/2015;;07:23;12:01;12:52;15:00
sex;12/6/2015;;07:23;12:01;12:56;17:21
sáb;13/6/2015;;;;;
dom;14/6/2015;;;;;
